created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-08-23 00:48:10 UTC,667,106.00,203.63,220.54,3.00,-36.00,84.00,48.00,134.88
2020-08-23 00:50:14 UTC,668,103.72,198.09,216.88,5.00,-36.00,85.00,47.00,131.26
2020-08-23 00:52:10 UTC,669,103.67,194.00,208.06,7.00,-37.00,86.00,45.00,128.67
2020-08-23 01:02:16 UTC,670,33.86,63.53,65.53,1.00,-65.00,79.00,41.00,46.88
2020-08-23 01:04:16 UTC,671,31.76,57.98,60.82,3.00,-66.00,77.00,43.00,44.42
2020-08-23 01:06:16 UTC,672,29.86,53.89,56.89,5.00,-65.00,77.00,44.00,42.89
2020-08-23 01:08:16 UTC,673,28.13,48.93,51.24,7.00,-65.00,75.00,44.00,40.54
2020-08-23 01:10:16 UTC,674,28.95,53.20,55.67,9.00,-67.00,75.00,47.00,42.55
2020-08-23 01:12:16 UTC,675,27.60,52.62,55.45,11.00,-66.00,75.00,46.00,42.25
2020-08-23 01:14:17 UTC,676,27.46,51.32,54.45,13.00,-68.00,73.00,48.00,41.64
2020-08-23 01:16:16 UTC,677,25.35,48.22,51.95,15.00,-65.00,72.00,50.00,40.07
2020-08-23 01:18:17 UTC,678,21.35,39.54,42.07,17.00,-66.00,72.00,50.00,35.40
2020-08-23 01:20:16 UTC,679,19.36,34.81,36.91,19.00,-66.00,71.00,52.00,32.58
2020-08-23 01:22:16 UTC,680,18.19,34.02,35.30,21.00,-65.00,70.00,52.00,32.05
2020-08-23 01:24:16 UTC,681,18.66,33.23,34.34,23.00,-66.00,69.00,53.00,31.55
2020-08-23 01:26:16 UTC,682,17.84,31.72,33.69,25.00,-67.00,70.00,54.00,30.59
2020-08-23 01:28:16 UTC,683,16.22,28.64,30.38,27.00,-67.00,70.00,54.00,28.38
2020-08-23 01:30:16 UTC,684,16.69,29.24,30.78,29.00,-63.00,69.00,55.00,28.80
2020-08-23 01:32:16 UTC,685,15.41,26.98,28.21,31.00,-71.00,69.00,57.00,26.84
2020-08-23 01:34:16 UTC,686,15.77,28.58,30.53,33.00,-66.00,69.00,56.00,28.28
2020-08-23 01:36:16 UTC,687,14.16,26.39,27.32,35.00,-71.00,70.00,55.00,26.29
2020-08-23 01:38:16 UTC,688,13.80,25.21,26.21,37.00,-70.00,69.00,55.00,25.21
2020-08-23 01:40:16 UTC,689,12.88,23.63,24.39,39.00,-69.00,70.00,55.00,23.63
2020-08-23 01:42:16 UTC,690,13.43,23.50,24.95,41.00,-66.00,70.00,55.00,23.50
2020-08-23 01:44:16 UTC,691,11.38,21.46,22.32,43.00,-60.00,70.00,55.00,21.46
2020-08-23 01:46:16 UTC,692,12.93,21.93,23.07,45.00,-61.00,69.00,56.00,21.93
2020-08-23 01:48:16 UTC,693,12.00,20.92,21.80,47.00,-59.00,69.00,56.00,20.92
2020-08-23 01:50:16 UTC,694,10.34,18.17,19.24,49.00,-62.00,69.00,56.00,18.17
2020-08-23 01:52:17 UTC,695,9.70,16.51,16.72,51.00,-60.00,69.00,56.00,16.51
2020-08-23 01:54:16 UTC,696,9.67,17.15,17.58,53.00,-60.00,68.00,57.00,17.15
2020-08-23 01:56:16 UTC,697,9.69,16.72,17.53,55.00,-60.00,69.00,56.00,16.72
2020-08-23 01:58:16 UTC,698,8.54,15.29,15.76,57.00,-58.00,68.00,57.00,15.29
2020-08-23 02:01:00 UTC,699,8.55,15.14,15.82,1.00,-88.00,68.00,58.00,15.14
2020-08-23 02:03:01 UTC,700,9.26,16.95,17.61,3.00,-88.00,68.00,58.00,16.95
2020-08-23 02:05:00 UTC,701,8.52,14.97,15.79,5.00,-85.00,68.00,58.00,14.97
2020-08-23 02:07:01 UTC,702,7.40,13.28,13.95,7.00,-87.00,68.00,58.00,13.28
2020-08-23 02:09:00 UTC,703,8.26,15.00,15.88,9.00,-84.00,68.00,58.00,15.00
2020-08-23 02:11:00 UTC,704,8.96,15.54,16.82,11.00,-85.00,68.00,58.00,15.54
2020-08-23 02:13:00 UTC,705,8.17,14.21,15.12,13.00,-85.00,67.00,59.00,14.21
2020-08-23 02:15:00 UTC,706,7.86,14.54,15.29,15.00,-88.00,68.00,59.00,14.54
2020-08-23 02:17:00 UTC,707,8.31,15.00,15.76,17.00,-87.00,67.00,59.00,15.00
2020-08-23 02:19:00 UTC,708,8.44,13.84,14.58,19.00,-88.00,67.00,59.00,13.84
2020-08-23 02:21:00 UTC,709,8.11,15.30,15.74,21.00,-89.00,67.00,60.00,15.30
2020-08-23 02:23:00 UTC,710,7.52,13.68,14.46,23.00,-88.00,67.00,60.00,13.68
2020-08-23 02:25:00 UTC,711,7.87,14.10,15.92,25.00,-83.00,67.00,60.00,14.10
2020-08-23 02:27:00 UTC,712,7.64,13.42,14.11,27.00,-85.00,67.00,60.00,13.42
2020-08-23 02:29:00 UTC,713,6.93,12.52,13.00,29.00,-86.00,67.00,60.00,12.52
2020-08-23 02:31:00 UTC,714,6.62,13.05,13.81,31.00,-86.00,67.00,60.00,13.05
2020-08-23 02:33:00 UTC,715,6.78,12.10,13.03,33.00,-83.00,67.00,61.00,12.10
2020-08-23 02:35:00 UTC,716,7.14,13.93,14.62,35.00,-84.00,66.00,61.00,13.93
2020-08-23 02:37:00 UTC,717,6.77,13.80,14.95,37.00,-83.00,67.00,61.00,13.80
2020-08-23 02:39:00 UTC,718,7.40,13.17,14.73,39.00,-84.00,66.00,61.00,13.17
2020-08-23 02:41:00 UTC,719,7.03,13.54,14.54,41.00,-84.00,66.00,62.00,13.54
2020-08-23 02:43:00 UTC,720,7.84,13.75,15.04,43.00,-85.00,66.00,61.00,13.75
2020-08-23 02:45:00 UTC,721,7.43,14.82,15.61,45.00,-87.00,67.00,61.00,14.82
2020-08-23 02:47:00 UTC,722,6.61,13.00,14.42,47.00,-88.00,67.00,61.00,13.00
2020-08-23 02:49:00 UTC,723,8.05,15.74,16.17,49.00,-87.00,65.00,62.00,15.74
2020-08-23 02:51:00 UTC,724,8.67,14.34,15.07,51.00,-87.00,66.00,63.00,14.34
2020-08-23 02:53:00 UTC,725,8.24,14.28,15.44,53.00,-87.00,66.00,62.00,14.28
2020-08-23 02:55:00 UTC,726,8.65,15.72,16.28,55.00,-83.00,64.00,63.00,15.72
2020-08-23 02:57:00 UTC,727,8.45,14.66,15.02,57.00,-84.00,64.00,63.00,14.66
2020-08-23 02:59:00 UTC,728,8.47,14.36,14.81,59.00,-84.00,66.00,62.00,14.36
2020-08-23 03:01:01 UTC,729,7.75,14.53,15.25,61.00,-82.00,66.00,62.00,14.53
2020-08-23 03:03:00 UTC,730,8.48,15.30,15.84,63.00,-87.00,64.00,62.00,15.30
2020-08-23 03:05:00 UTC,731,8.72,16.19,16.67,65.00,-84.00,64.00,65.00,16.19
2020-08-23 03:08:59 UTC,732,7.68,14.39,16.02,1.00,-61.00,64.00,64.00,14.39
2020-08-23 03:10:59 UTC,733,8.31,15.25,15.98,3.00,-66.00,64.00,65.00,15.25
2020-08-23 03:12:59 UTC,734,8.46,15.47,15.85,5.00,-61.00,64.00,65.00,15.47
2020-08-23 03:14:59 UTC,735,8.51,15.29,16.54,7.00,-60.00,64.00,66.00,15.29
2020-08-23 03:16:59 UTC,736,8.32,15.59,17.00,9.00,-60.00,64.00,66.00,15.59
2020-08-23 03:18:59 UTC,737,9.09,16.31,16.89,11.00,-60.00,63.00,66.00,16.31
2020-08-23 03:20:59 UTC,738,8.21,15.34,16.36,13.00,-62.00,64.00,66.00,15.34
2020-08-23 03:22:59 UTC,739,8.97,16.60,17.91,15.00,-60.00,63.00,67.00,16.60
2020-08-23 03:24:59 UTC,740,8.84,16.89,17.68,17.00,-59.00,63.00,68.00,16.89
2020-08-23 03:26:59 UTC,741,8.77,14.84,15.30,19.00,-62.00,63.00,68.00,14.84
2020-08-23 03:28:59 UTC,742,9.07,17.04,17.75,21.00,-60.00,62.00,68.00,17.04
2020-08-23 03:30:59 UTC,743,8.46,15.44,16.33,23.00,-62.00,63.00,69.00,15.44
2020-08-23 03:32:59 UTC,744,8.00,15.43,16.05,25.00,-61.00,63.00,68.00,15.43
2020-08-23 03:34:59 UTC,745,8.68,14.43,15.50,27.00,-62.00,63.00,68.00,14.43
2020-08-23 03:36:59 UTC,746,8.59,15.59,16.32,29.00,-62.00,63.00,69.00,15.59
2020-08-23 03:38:59 UTC,747,8.12,14.98,16.02,31.00,-62.00,62.00,69.00,14.98
2020-08-23 03:40:59 UTC,748,8.16,16.11,17.11,33.00,-62.00,63.00,69.00,16.11
2020-08-23 03:42:59 UTC,749,8.62,15.93,16.75,35.00,-62.00,62.00,69.00,15.93
2020-08-23 03:44:59 UTC,750,8.07,14.71,16.05,37.00,-62.00,63.00,69.00,14.71
2020-08-23 03:46:59 UTC,751,8.47,15.57,17.53,39.00,-63.00,63.00,69.00,15.57
2020-08-23 03:48:59 UTC,752,8.26,15.40,16.55,41.00,-62.00,64.00,68.00,15.40
2020-08-23 03:50:59 UTC,753,8.36,15.36,16.23,43.00,-63.00,64.00,67.00,15.36
2020-08-23 03:52:59 UTC,754,7.38,14.93,15.20,45.00,-63.00,64.00,66.00,14.93
2020-08-23 03:54:59 UTC,755,7.59,14.00,14.47,47.00,-63.00,64.00,66.00,14.00
2020-08-23 03:56:59 UTC,756,8.46,15.58,16.54,49.00,-63.00,64.00,66.00,15.58
2020-08-23 03:58:59 UTC,757,7.86,14.53,16.11,51.00,-60.00,64.00,66.00,14.53
2020-08-23 04:00:59 UTC,758,6.77,12.12,13.11,53.00,-60.00,64.00,66.00,12.12
2020-08-23 04:02:59 UTC,759,7.53,14.80,16.25,55.00,-60.00,64.00,65.00,14.80
2020-08-23 04:04:59 UTC,760,7.05,13.44,14.02,57.00,-63.00,64.00,65.00,13.44
2020-08-23 04:06:59 UTC,761,7.32,13.19,13.64,59.00,-57.00,64.00,65.00,13.19
2020-08-23 04:08:59 UTC,762,7.27,13.44,13.91,61.00,-60.00,65.00,65.00,13.44
2020-08-23 04:10:59 UTC,763,7.45,13.60,14.00,63.00,-61.00,65.00,65.00,13.60
2020-08-23 04:12:59 UTC,764,7.37,12.27,13.29,65.00,-59.00,65.00,64.00,12.27
2020-08-23 04:14:59 UTC,765,7.10,13.83,14.68,67.00,-61.00,65.00,64.00,13.83
2020-08-23 04:16:59 UTC,766,7.16,11.47,12.09,69.00,-60.00,65.00,64.00,11.47
2020-08-23 04:18:59 UTC,767,6.93,13.18,13.91,71.00,-61.00,65.00,64.00,13.18
2020-08-23 04:20:59 UTC,768,6.90,12.57,13.31,73.00,-60.00,65.00,64.00,12.57
2020-08-23 04:22:59 UTC,769,7.34,12.71,13.09,75.00,-61.00,65.00,64.00,12.71
2020-08-23 04:24:59 UTC,770,6.55,11.66,11.95,77.00,-60.00,65.00,64.00,11.66
2020-08-23 04:26:59 UTC,771,6.68,12.12,13.02,79.00,-59.00,65.00,64.00,12.12
2020-08-23 04:28:59 UTC,772,6.02,11.02,11.42,81.00,-58.00,65.00,64.00,11.02
2020-08-23 04:30:59 UTC,773,6.00,9.95,10.56,83.00,-59.00,65.00,64.00,9.95
2020-08-23 04:32:59 UTC,774,5.64,11.29,11.95,85.00,-60.00,65.00,64.00,11.29
2020-08-23 04:34:59 UTC,775,5.44,9.95,10.85,87.00,-60.00,65.00,64.00,9.95
2020-08-23 04:36:59 UTC,776,6.37,11.25,12.00,89.00,-60.00,65.00,64.00,11.25
2020-08-23 04:38:59 UTC,777,5.75,10.58,11.61,91.00,-60.00,65.00,64.00,10.58
2020-08-23 04:40:59 UTC,778,6.28,11.21,12.03,93.00,-61.00,64.00,64.00,11.21
2020-08-23 04:42:59 UTC,779,6.98,12.52,12.84,95.00,-60.00,64.00,64.00,12.52
2020-08-23 04:44:59 UTC,780,6.45,12.04,12.52,97.00,-61.00,64.00,65.00,12.04
2020-08-23 04:46:59 UTC,781,6.92,11.71,12.42,99.00,-60.00,65.00,65.00,11.71
2020-08-23 04:48:59 UTC,782,6.36,11.54,12.39,101.00,-61.00,65.00,65.00,11.54
2020-08-23 04:50:59 UTC,783,6.77,12.04,12.72,103.00,-62.00,64.00,64.00,12.04
2020-08-23 04:52:59 UTC,784,7.67,13.42,14.42,105.00,-62.00,64.00,65.00,13.42
2020-08-23 04:54:59 UTC,785,7.46,12.83,14.10,107.00,-62.00,64.00,65.00,12.83
2020-08-23 04:56:59 UTC,786,8.56,15.02,16.34,109.00,-60.00,63.00,66.00,15.02
2020-08-23 04:58:59 UTC,787,8.55,15.62,17.09,111.00,-60.00,63.00,67.00,15.62
2020-08-23 05:00:59 UTC,788,8.45,15.18,16.48,113.00,-58.00,63.00,68.00,15.18
2020-08-23 05:02:59 UTC,789,7.98,15.55,17.03,115.00,-60.00,64.00,68.00,15.55
2020-08-23 05:04:59 UTC,790,8.19,14.91,15.77,117.00,-60.00,63.00,68.00,14.91
2020-08-23 05:06:59 UTC,791,8.03,14.44,15.54,119.00,-59.00,63.00,68.00,14.44
2020-08-23 05:08:59 UTC,792,8.18,15.50,16.25,121.00,-59.00,63.00,68.00,15.50
2020-08-23 05:10:59 UTC,793,6.72,13.14,13.96,123.00,-60.00,64.00,68.00,13.14
2020-08-23 05:12:59 UTC,794,7.14,13.72,15.04,125.00,-62.00,64.00,67.00,13.72
2020-08-23 05:14:59 UTC,795,6.34,12.21,12.55,127.00,-59.00,64.00,67.00,12.21
2020-08-23 05:16:59 UTC,796,7.32,14.57,14.68,129.00,-61.00,64.00,66.00,14.57
2020-08-23 05:18:59 UTC,797,7.56,14.56,15.09,131.00,-61.00,64.00,67.00,14.56
2020-08-23 05:20:59 UTC,798,7.78,13.76,14.26,133.00,-61.00,64.00,67.00,13.76
2020-08-23 05:22:59 UTC,799,7.76,14.69,15.53,135.00,-59.00,64.00,68.00,14.69
2020-08-23 05:24:59 UTC,800,7.59,14.07,15.30,137.00,-60.00,64.00,67.00,14.07
2020-08-23 05:26:59 UTC,801,7.41,13.14,13.91,139.00,-60.00,64.00,68.00,13.14
2020-08-23 05:28:59 UTC,802,6.95,13.55,15.52,141.00,-60.00,64.00,67.00,13.55
2020-08-23 05:30:59 UTC,803,7.77,13.47,14.27,143.00,-60.00,64.00,66.00,13.47
2020-08-23 05:32:59 UTC,804,7.36,13.60,14.22,145.00,-60.00,64.00,66.00,13.60
2020-08-23 05:34:59 UTC,805,7.62,13.85,14.96,147.00,-60.00,64.00,66.00,13.85
2020-08-23 05:36:59 UTC,806,7.80,13.14,13.95,149.00,-60.00,64.00,65.00,13.14
2020-08-23 05:38:59 UTC,807,6.71,11.91,12.59,151.00,-60.00,64.00,65.00,11.91
2020-08-23 05:40:59 UTC,808,7.73,12.95,13.66,153.00,-60.00,64.00,65.00,12.95
2020-08-23 05:42:59 UTC,809,7.19,14.11,15.00,155.00,-60.00,65.00,66.00,14.11
2020-08-23 05:44:59 UTC,810,7.11,13.93,14.50,157.00,-60.00,64.00,65.00,13.93
2020-08-23 05:46:59 UTC,811,7.58,14.42,15.14,159.00,-60.00,65.00,65.00,14.42
2020-08-23 05:48:59 UTC,812,7.53,14.14,14.40,161.00,-60.00,65.00,65.00,14.14
2020-08-23 05:50:59 UTC,813,9.29,16.55,17.24,163.00,-61.00,64.00,65.00,16.55
2020-08-23 05:52:59 UTC,814,9.32,15.77,16.41,165.00,-62.00,64.00,66.00,15.77
2020-08-23 05:54:59 UTC,815,9.09,16.91,17.82,167.00,-62.00,63.00,67.00,16.91
2020-08-23 05:56:59 UTC,816,8.32,16.42,17.81,169.00,-61.00,63.00,68.00,16.42
2020-08-23 05:58:59 UTC,817,8.21,16.16,16.61,171.00,-61.00,64.00,68.00,16.16
2020-08-23 06:00:59 UTC,818,7.98,14.79,15.46,173.00,-60.00,64.00,67.00,14.79
2020-08-23 06:02:59 UTC,819,8.26,15.16,15.76,175.00,-60.00,64.00,67.00,15.16
2020-08-23 06:04:59 UTC,820,7.65,15.18,15.95,177.00,-63.00,64.00,66.00,15.18
2020-08-23 06:06:59 UTC,821,8.68,14.47,14.93,179.00,-63.00,64.00,66.00,14.47
2020-08-23 06:08:59 UTC,822,8.33,15.17,15.88,181.00,-63.00,64.00,67.00,15.17
2020-08-23 06:10:59 UTC,823,8.03,13.93,14.21,183.00,-58.00,64.00,67.00,13.93
2020-08-23 06:12:59 UTC,824,7.88,13.97,14.84,185.00,-60.00,64.00,66.00,13.97
2020-08-23 06:14:59 UTC,825,7.53,13.14,14.05,187.00,-60.00,65.00,66.00,13.14
2020-08-23 06:16:59 UTC,826,7.71,14.64,15.59,189.00,-60.00,65.00,65.00,14.64
2020-08-23 06:18:59 UTC,827,6.68,13.12,13.98,191.00,-60.00,65.00,65.00,13.12
2020-08-23 06:20:59 UTC,828,7.07,12.83,13.81,193.00,-60.00,65.00,65.00,12.83
2020-08-23 06:22:59 UTC,829,7.37,13.47,14.47,195.00,-59.00,64.00,65.00,13.47
2020-08-23 06:24:59 UTC,830,7.73,13.45,14.04,197.00,-61.00,64.00,65.00,13.45
2020-08-23 06:26:59 UTC,831,8.16,14.81,16.26,199.00,-61.00,64.00,65.00,14.81
2020-08-23 06:28:59 UTC,832,8.36,15.02,15.71,201.00,-59.00,65.00,65.00,15.02
2020-08-23 06:30:59 UTC,833,7.83,13.21,13.95,203.00,-59.00,65.00,65.00,13.21
2020-08-23 06:32:59 UTC,834,7.45,13.32,14.05,205.00,-57.00,65.00,65.00,13.32
2020-08-23 06:34:59 UTC,835,7.33,13.66,14.69,207.00,-59.00,65.00,65.00,13.66
2020-08-23 06:36:59 UTC,836,7.27,13.78,14.27,209.00,-59.00,65.00,64.00,13.78
2020-08-23 06:38:59 UTC,837,7.07,13.18,13.28,211.00,-61.00,65.00,64.00,13.18
2020-08-23 06:40:59 UTC,838,7.62,15.22,16.17,213.00,-59.00,64.00,65.00,15.22
2020-08-23 06:42:59 UTC,839,8.21,15.04,15.72,215.00,-59.00,64.00,65.00,15.04
2020-08-23 06:44:59 UTC,840,7.71,14.43,15.57,217.00,-62.00,64.00,66.00,14.43
2020-08-23 06:46:59 UTC,841,8.03,15.02,15.74,219.00,-62.00,64.00,66.00,15.02
2020-08-23 06:48:59 UTC,842,8.21,14.84,15.54,221.00,-62.00,64.00,66.00,14.84
2020-08-23 06:50:59 UTC,843,7.14,13.80,14.86,223.00,-61.00,64.00,66.00,13.80
2020-08-23 06:52:59 UTC,844,7.31,13.48,14.72,225.00,-61.00,64.00,66.00,13.48
2020-08-23 06:54:59 UTC,845,7.47,14.56,15.08,227.00,-61.00,64.00,66.00,14.56
2020-08-23 06:56:59 UTC,846,7.59,13.16,13.64,229.00,-62.00,64.00,66.00,13.16
2020-08-23 06:58:59 UTC,847,7.70,12.93,13.79,231.00,-59.00,64.00,66.00,12.93
2020-08-23 07:00:59 UTC,848,7.61,13.68,14.36,233.00,-62.00,64.00,65.00,13.68
2020-08-23 07:02:59 UTC,849,8.04,15.49,16.00,235.00,-62.00,64.00,65.00,15.49
2020-08-23 07:04:59 UTC,850,8.59,15.75,16.54,237.00,-62.00,64.00,65.00,15.75
2020-08-23 07:06:59 UTC,851,8.33,15.45,16.00,239.00,-62.00,64.00,66.00,15.45
2020-08-23 07:08:59 UTC,852,7.94,15.63,16.19,241.00,-61.00,64.00,67.00,15.63
2020-08-23 07:10:59 UTC,853,7.49,14.14,14.71,243.00,-62.00,64.00,66.00,14.14
2020-08-23 07:12:59 UTC,854,7.95,16.15,17.07,245.00,-59.00,64.00,66.00,16.15
2020-08-23 07:14:59 UTC,855,8.64,15.98,16.46,247.00,-60.00,64.00,67.00,15.98
2020-08-23 07:16:59 UTC,856,7.79,14.05,14.64,249.00,-62.00,64.00,66.00,14.05
2020-08-23 07:18:59 UTC,857,7.38,13.34,14.43,251.00,-58.00,64.00,66.00,13.34
2020-08-23 07:20:59 UTC,858,7.51,14.92,16.24,253.00,-61.00,64.00,66.00,14.92
2020-08-23 07:22:59 UTC,859,7.42,14.91,15.65,255.00,-61.00,64.00,66.00,14.91
2020-08-23 07:24:59 UTC,860,8.38,15.85,16.69,257.00,-59.00,63.00,67.00,15.85
2020-08-23 07:26:59 UTC,861,9.07,18.47,19.03,259.00,-58.00,64.00,67.00,18.47
2020-08-23 07:28:59 UTC,862,8.02,16.61,16.82,261.00,-56.00,64.00,67.00,16.61
2020-08-23 07:30:59 UTC,863,7.65,14.82,15.91,263.00,-60.00,64.00,66.00,14.82
2020-08-23 07:32:59 UTC,864,8.24,15.78,16.28,265.00,-59.00,64.00,66.00,15.78
2020-08-23 07:34:59 UTC,865,8.73,15.55,15.91,267.00,-59.00,64.00,66.00,15.55
2020-08-23 07:36:59 UTC,866,9.07,17.27,18.12,269.00,-60.00,64.00,67.00,17.27
2020-08-23 07:38:59 UTC,867,9.22,16.97,17.93,271.00,-59.00,64.00,67.00,16.97
2020-08-23 07:40:59 UTC,868,9.53,17.93,19.20,273.00,-59.00,64.00,67.00,17.93
2020-08-23 07:42:59 UTC,869,10.16,21.35,22.04,275.00,-60.00,64.00,67.00,21.35
2020-08-23 07:44:59 UTC,870,9.14,18.43,19.18,277.00,-59.00,64.00,67.00,18.43
2020-08-23 07:46:59 UTC,871,8.53,17.57,19.05,279.00,-60.00,64.00,67.00,17.57
2020-08-23 07:48:59 UTC,872,8.77,17.07,18.98,281.00,-60.00,64.00,67.00,17.07
2020-08-23 07:50:59 UTC,873,9.26,19.43,21.07,283.00,-60.00,64.00,67.00,19.43
2020-08-23 07:52:59 UTC,874,9.30,17.32,18.05,285.00,-60.00,64.00,67.00,17.32
2020-08-23 07:54:59 UTC,875,8.53,17.54,18.36,287.00,-60.00,64.00,68.00,17.54
2020-08-23 07:56:59 UTC,876,8.73,18.57,19.45,289.00,-60.00,63.00,68.00,18.57
2020-08-23 07:58:59 UTC,877,9.04,19.23,20.83,291.00,-60.00,64.00,68.00,19.23
2020-08-23 08:00:59 UTC,878,8.55,17.93,19.38,293.00,-59.00,64.00,68.00,17.93
2020-08-23 08:02:59 UTC,879,7.71,15.39,16.41,295.00,-60.00,64.00,68.00,15.39
2020-08-23 08:04:59 UTC,880,9.66,18.24,19.53,297.00,-60.00,64.00,68.00,18.24
2020-08-23 08:06:59 UTC,881,9.31,16.72,17.50,299.00,-58.00,64.00,68.00,16.72
2020-08-23 08:08:59 UTC,882,9.00,18.36,19.75,301.00,-60.00,64.00,68.00,18.36
2020-08-23 08:10:59 UTC,883,8.96,19.19,19.98,303.00,-60.00,64.00,68.00,19.19
2020-08-23 08:12:59 UTC,884,9.58,19.72,20.80,305.00,-62.00,65.00,67.00,19.72
2020-08-23 08:14:59 UTC,885,8.53,18.30,20.14,307.00,-62.00,65.00,67.00,18.30
2020-08-23 08:16:59 UTC,886,8.50,16.96,17.64,309.00,-62.00,65.00,67.00,16.96
2020-08-23 08:18:59 UTC,887,8.70,18.54,19.57,311.00,-62.00,65.00,66.00,18.54
2020-08-23 08:20:59 UTC,888,9.17,17.34,17.93,313.00,-62.00,65.00,66.00,17.34
2020-08-23 08:22:59 UTC,889,9.23,19.23,20.47,315.00,-60.00,65.00,66.00,19.23
2020-08-23 08:24:59 UTC,890,9.20,18.84,20.82,317.00,-60.00,65.00,66.00,18.84
2020-08-23 08:26:59 UTC,891,9.42,18.72,20.04,319.00,-60.00,65.00,66.00,18.72
2020-08-23 08:28:59 UTC,892,8.75,18.00,19.04,321.00,-60.00,65.00,66.00,18.00
2020-08-23 08:30:59 UTC,893,10.04,19.84,21.44,323.00,-59.00,65.00,66.00,19.84
2020-08-23 08:32:59 UTC,894,9.55,20.67,21.38,325.00,-59.00,65.00,66.00,20.67
2020-08-23 08:34:59 UTC,895,9.05,19.96,21.09,327.00,-62.00,64.00,66.00,19.95
2020-08-23 08:36:59 UTC,896,9.22,16.90,18.14,329.00,-62.00,64.00,67.00,16.90
2020-08-23 08:38:59 UTC,897,9.49,20.47,22.73,331.00,-62.00,64.00,67.00,20.47
2020-08-23 08:40:59 UTC,898,9.43,19.64,20.60,333.00,-62.00,64.00,67.00,19.64
2020-08-23 08:42:59 UTC,899,8.93,19.46,20.20,335.00,-61.00,64.00,67.00,19.46
2020-08-23 08:44:59 UTC,900,9.15,19.76,20.37,337.00,-62.00,64.00,67.00,19.76
2020-08-23 08:46:59 UTC,901,9.72,19.09,20.50,339.00,-62.00,64.00,67.00,19.09
2020-08-23 08:48:59 UTC,902,9.38,19.70,21.57,341.00,-62.00,64.00,67.00,19.70
2020-08-23 08:50:59 UTC,903,9.64,21.02,22.73,343.00,-62.00,64.00,67.00,21.02
2020-08-23 08:52:59 UTC,904,9.19,19.42,21.08,345.00,-62.00,64.00,67.00,19.42
2020-08-23 08:54:59 UTC,905,9.46,19.27,20.56,347.00,-63.00,64.00,67.00,19.27
2020-08-23 08:56:59 UTC,906,10.63,21.24,22.98,349.00,-59.00,65.00,67.00,21.24
2020-08-23 08:58:59 UTC,907,9.56,18.55,20.35,351.00,-59.00,64.00,67.00,18.55
2020-08-23 09:00:59 UTC,908,9.82,18.59,19.68,353.00,-59.00,65.00,67.00,18.59
2020-08-23 09:02:59 UTC,909,9.46,19.49,20.66,355.00,-59.00,65.00,67.00,19.49
2020-08-23 09:05:16 UTC,910,9.89,19.77,22.77,357.00,-61.00,65.00,67.00,19.77
2020-08-23 09:06:59 UTC,911,9.02,18.33,20.16,359.00,-60.00,64.00,67.00,18.33
2020-08-23 09:08:59 UTC,912,8.73,18.04,18.95,361.00,-62.00,64.00,67.00,18.04
2020-08-23 09:10:59 UTC,913,8.80,17.88,18.97,363.00,-59.00,64.00,67.00,17.88
2020-08-23 09:12:59 UTC,914,9.69,18.92,19.47,365.00,-59.00,64.00,67.00,18.92
2020-08-23 09:14:59 UTC,915,9.09,18.82,20.24,367.00,-59.00,64.00,67.00,18.82
2020-08-23 09:16:59 UTC,916,10.16,20.85,22.78,369.00,-59.00,64.00,67.00,20.85
2020-08-23 09:18:59 UTC,917,10.09,21.14,22.51,371.00,-61.00,64.00,67.00,21.14
2020-08-23 09:20:59 UTC,918,9.07,21.50,22.71,373.00,-57.00,64.00,67.00,21.50
2020-08-23 09:22:59 UTC,919,11.23,21.68,22.73,375.00,-61.00,64.00,67.00,21.68
2020-08-23 09:24:59 UTC,920,11.40,23.31,25.09,377.00,-61.00,64.00,69.00,23.31
2020-08-23 09:26:59 UTC,921,10.86,22.58,24.93,379.00,-61.00,64.00,69.00,22.58
2020-08-23 09:28:59 UTC,922,9.64,19.97,21.91,381.00,-59.00,64.00,68.00,19.97
2020-08-23 09:30:59 UTC,923,10.43,21.70,23.09,383.00,-61.00,64.00,68.00,21.70
2020-08-23 09:32:59 UTC,924,11.35,24.35,25.62,385.00,-61.00,64.00,68.00,24.35
2020-08-23 09:34:59 UTC,925,11.04,23.43,25.32,387.00,-59.00,64.00,68.00,23.43
2020-08-23 09:36:59 UTC,926,11.38,22.31,23.31,389.00,-60.00,64.00,68.00,22.31
2020-08-23 09:38:59 UTC,927,10.47,21.11,22.63,391.00,-60.00,64.00,68.00,21.11
2020-08-23 09:40:59 UTC,928,12.34,25.23,27.17,393.00,-62.00,64.00,68.00,25.13
2020-08-23 09:42:59 UTC,929,14.24,29.56,31.05,395.00,-62.00,64.00,69.00,29.20
2020-08-23 09:44:59 UTC,930,14.16,29.07,31.43,397.00,-62.00,64.00,69.00,28.80
2020-08-23 09:46:59 UTC,931,15.37,30.60,32.56,399.00,-62.00,64.00,69.00,30.07
2020-08-23 09:48:59 UTC,932,14.07,27.11,29.15,401.00,-62.00,64.00,68.00,27.09
2020-08-23 09:50:59 UTC,933,14.39,29.74,31.54,403.00,-62.00,64.00,68.00,29.33
